Id,LotArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,GarageArea,SalePrice
1371,5400,0,0,1,0,2,338,105000
1372,9600,1,0,1,0,3,377,165500
1373,9750,1,0,2,1,3,583,274300
1374,11400,1,0,2,1,2,804,466500
1375,10625,0,0,2,1,3,936,250000
1376,10991,0,0,2,0,3,722,239000
1377,6292,0,0,1,0,2,160,91000
1378,10998,0,0,2,0,3,660,117000
1379,1953,0,0,1,1,2,264,83000
1380,9735,0,0,2,1,3,400,167500
1381,8212,1,0,1,0,2,200,58500
1382,12925,0,0,2,1,4,550,237500
1383,7200,1,0,1,1,4,576,157000
1384,25339,0,0,2,0,3,576,112000
1385,9060,0,0,1,0,2,280,105000
1386,5436,1,0,1,0,3,240,125500
1387,16692,1,0,3,1,5,564,250000
1388,8520,0,0,2,0,5,216,136000
1389,14892,1,0,2,0,3,758,377500
1390,6000,0,1,1,0,3,440,131000
1391,9100,1,0,2,0,3,541,235000
1392,8944,0,0,2,0,4,792,124000
1393,7838,1,0,1,0,3,288,123000
1394,10800,0,0,2,0,3,672,163000
1395,4045,1,0,2,0,2,648,246578
1396,12665,0,0,2,1,4,642,281213
1397,57200,1,0,1,0,3,572,160000
1398,6120,0,0,1,1,4,180,137500
1399,7200,1,0,1,1,3,240,138000
1400,6171,0,0,2,1,3,216,137450
1401,6000,0,0,1,0,3,208,120000
1402,7415,1,0,2,1,3,398,193000
1403,6762,0,0,2,0,2,662,193879
1404,15256,1,0,2,0,3,754,282922
1405,10410,0,0,1,0,3,936,105000
1406,3842,1,1,2,0,2,482,275000
1407,8445,1,0,1,0,2,396,133000
1408,8780,1,0,1,0,3,0,112000
1409,7740,0,0,1,0,3,528,125500
1410,20544,0,0,2,1,3,542,215000
1411,12420,1,0,2,1,3,622,230000
1412,9600,0,0,1,1,3,271,140000
1413,7200,0,0,2,0,2,420,90000
1414,10994,1,0,2,0,2,620,257000
1415,13053,0,0,1,1,4,370,207000
1416,3635,0,1,2,0,1,660,175900
1417,11340,0,0,2,0,4,560,122500
1418,16545,1,0,2,1,3,1069,340000
1419,9204,1,0,1,1,3,336,124000
1420,16381,1,0,2,0,3,540,223000
1421,11700,0,0,2,1,3,776,179900
1422,4043,0,0,2,0,2,440,127500
1423,4435,1,0,1,0,1,420,136500
1424,19690,0,0,2,0,4,432,274970
1425,9503,1,0,1,0,2,484,144000
1426,10721,0,0,1,0,3,528,142000
1427,10944,1,0,2,1,3,525,271000
1428,10930,1,0,1,1,3,288,140000
1429,7200,1,0,1,0,2,240,119000
1430,12546,0,0,2,0,3,467,182900
1431,21930,0,0,2,1,4,372,192140
1432,4928,0,0,2,0,2,440,143750
1433,10800,0,0,2,0,4,216,64500
1434,10261,1,0,2,1,3,451,186500
1435,17400,1,0,2,0,3,484,160000
1436,8400,1,0,1,1,3,462,174000
1437,9000,0,0,1,0,3,528,120500
1438,12444,1,0,2,0,2,774,394617
1439,7407,1,0,1,0,2,923,149700
1440,11584,0,0,2,1,3,550,197000
1441,11526,0,0,2,0,3,672,191000
1442,4426,1,0,1,0,1,420,149300
1443,11003,1,0,2,1,3,812,310000
1444,8854,0,0,1,0,2,192,121000
1445,8500,0,0,2,0,3,626,179600
1446,8400,1,0,1,0,3,240,129000
1447,26142,0,0,1,0,3,312,157900
1448,10000,1,0,2,1,3,556,240000
1449,11767,0,0,1,1,2,384,112000
1450,1533,1,0,1,0,1,0,92000
1451,9000,0,0,2,2,4,0,136000
1452,9262,0,0,2,0,3,840,287090
1453,3675,1,0,1,0,2,525,145000
1454,17217,0,0,1,0,3,0,84500
1455,7500,1,0,2,0,2,400,185000
1456,7917,0,0,2,1,3,460,175000
1457,13175,1,0,2,0,3,500,210000
1458,9042,0,0,2,0,4,252,266500
1459,9717,1,0,1,0,2,240,142125
1460,9937,1,0,1,1,3,276,147500
