,Id,LotArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,GarageArea,SalesPricePredicated
1106,2567,6221,0,0,2,0,3,528.0,178700
1107,2568,25485,0,0,1,1,3,580.0,159729
1108,2569,21579,0,1,2,0,3,552.0,213892
1109,2570,1782,0,0,1,0,2,462.0,100170
1110,2571,17871,0,0,2,0,4,628.0,186646
1111,2572,3907,1,0,1,0,1,509.0,146576
1112,2573,20693,0,0,2,0,3,625.0,196990
1113,2574,18044,0,0,2,1,2,691.0,236799
1114,2575,7000,0,0,1,0,3,720.0,99988
1115,2576,7288,0,0,2,0,3,0.0,180048
1116,2577,9060,0,0,2,0,3,,182288
1117,2578,3672,0,0,1,0,2,100.0,102559
1118,2579,11067,0,0,1,0,1,256.0,118683
1119,2580,8250,0,0,2,0,4,0.0,174487
1120,2581,6565,1,0,1,0,3,720.0,136381
1121,2582,6060,0,0,1,0,2,216.0,105577
1122,2583,5568,1,1,2,0,2,495.0,237376
1123,2584,12150,1,0,2,0,2,486.0,229914
1124,2585,10000,0,0,2,0,3,650.0,183476
1125,2586,12864,1,0,1,1,1,576.0,194276
1126,2587,9928,1,0,2,0,3,506.0,220328
1127,2588,8750,0,1,1,0,3,360.0,117981
1128,2589,8410,1,0,1,0,2,528.0,145490
1129,2590,4054,1,0,2,0,2,512.0,219681
1130,2591,19958,0,0,2,1,4,461.0,225663
1131,2592,8368,0,0,2,0,3,433.0,181413
1132,2593,8298,0,0,2,0,2,502.0,188102
1133,2594,10331,0,1,2,0,3,528.0,199676
1134,2595,6718,0,0,2,0,2,471.0,186106
1135,2596,11305,1,0,2,0,2,692.0,228846
1136,2597,7777,0,0,2,0,3,571.0,180666
1137,2598,11800,1,0,3,1,5,452.0,325214
1138,2599,12633,0,0,2,0,3,932.0,186804
1139,2600,43500,0,0,1,0,2,1041.0,152896
1140,2601,6710,2,0,0,1,0,460.0,150521
1141,2602,1504,0,0,1,1,3,253.0,129420
1142,2603,1533,1,0,1,0,2,297.0,136798
1143,2604,1495,0,0,1,1,3,0.0,129409
1144,2605,1890,0,0,1,1,3,286.0,129908
1145,2606,9129,1,0,1,0,1,678.0,153176
1146,2607,15957,2,0,2,0,3,528.0,264890
1147,2608,33983,1,0,1,1,3,672.0,207412
1148,2609,8286,1,0,1,1,3,531.0,174935
1149,2610,6723,0,1,1,0,2,0.0,122196
1150,2611,27697,0,0,1,0,3,444.0,126146
1151,2612,11000,1,0,1,1,3,502.0,178365
1152,2613,11625,1,0,1,0,2,264.0,149553
1153,2614,10447,0,1,1,0,3,288.0,120126
1154,2615,11027,1,0,2,0,2,452.0,228494
1155,2616,10533,1,0,1,0,2,313.0,148173
1156,2617,11765,0,0,1,1,3,963.0,142389
1157,2618,39384,1,0,1,1,1,550.0,227793
1158,2619,11727,0,0,2,0,3,506.0,185659
1159,2620,8238,1,0,2,1,3,400.0,254571
1160,2621,13041,0,0,2,1,3,423.0,223698
1161,2622,9783,0,0,2,1,3,443.0,219581
1162,2623,13128,0,0,2,1,4,527.0,217031
1163,2624,13751,1,0,2,1,3,773.0,261539
1164,2625,13108,0,0,2,1,4,618.0,217005
1165,2626,8076,0,1,2,0,3,402.0,196826
1166,2627,3701,0,0,2,0,2,461.0,182292
1167,2628,16023,1,0,3,1,3,670.0,344107
1168,2629,18062,0,0,3,1,5,758.0,296186
1169,2630,12292,0,0,2,1,4,675.0,215974
1170,2631,16052,1,0,2,1,4,736.0,257669
1171,2632,15922,0,0,3,1,4,660.0,300259
1172,2633,8147,1,0,2,0,2,517.0,224854
1173,2634,18261,1,0,2,1,3,722.0,267239
1174,2635,10464,1,0,1,0,2,582.0,148086
1175,2636,10530,0,0,2,1,4,482.0,213747
1176,2637,9927,1,0,1,0,2,596.0,147407
1177,2638,9512,1,0,2,1,3,541.0,256181
1178,2639,10530,0,0,3,0,3,485.0,263843
1179,2640,10000,0,0,2,0,3,462.0,183476
1180,2641,7200,0,1,1,0,3,576.0,116022
1181,2642,8773,1,0,2,0,2,543.0,225646
1182,2643,2760,0,0,1,1,3,440.0,131008
1183,2644,2160,0,0,1,1,3,440.0,130249
1184,2645,1890,0,0,1,1,3,264.0,129908
1185,2646,1680,0,0,1,1,2,264.0,136420
1186,2647,1680,0,0,1,1,3,264.0,129643
1187,2648,4043,0,1,2,0,2,440.0,198506
1188,2649,7514,1,0,1,0,3,300.0,137580
1189,2650,2280,1,0,2,0,2,319.0,217439
1190,2651,2179,0,0,2,1,3,460.0,209970
1191,2652,16387,1,0,2,1,4,831.0,258092
1192,2653,16163,0,0,2,0,2,880.0,198043
1193,2654,12228,0,0,2,0,4,874.0,179514
1194,2655,14780,1,0,2,0,2,1085.0,233238
1195,2656,13975,0,0,2,1,4,670.0,218101
1196,2657,9942,1,0,2,1,3,521.0,256724
1197,2658,12867,0,0,2,1,3,575.0,223478
1198,2659,10672,0,0,2,1,4,672.0,213927
1199,2660,11643,1,0,2,1,4,784.0,252097
1200,2661,13758,1,0,2,0,2,925.0,231946
1201,2662,14828,1,0,2,0,2,816.0,233298
1202,2663,13215,1,0,2,1,3,746.0,260861
1203,2664,5911,1,0,2,0,2,556.0,222028
1204,2665,7740,1,0,2,0,1,899.0,231118
1205,2666,6373,1,0,2,0,2,575.0,222612
1206,2667,10237,0,0,2,1,3,390.0,220154
1207,2668,10237,0,0,2,1,3,440.0,220154
1208,2669,11660,0,0,2,0,3,427.0,185574
1209,2670,11631,0,0,2,1,4,632.0,215139
1210,2671,9073,0,0,2,1,3,440.0,218683
1211,2672,3087,1,0,2,0,2,437.0,218459
1212,2673,2938,1,0,2,0,2,398.0,218271
1213,2674,3072,1,0,2,0,2,388.0,218440
1214,2675,3010,0,0,2,0,2,440.0,181419
1215,2676,9171,0,0,2,1,3,433.0,218807
1216,2677,8658,0,0,2,1,3,431.0,218159
1217,2678,12104,0,0,3,1,4,617.0,295433
1218,2679,9660,1,0,2,1,3,885.0,256368
1219,2680,9545,1,0,2,1,3,768.0,256223
1220,2681,9233,1,0,2,1,4,774.0,249051
1221,2682,10019,0,0,2,1,4,725.0,213101
1222,2683,17242,1,0,3,1,4,959.0,338870
1223,2684,10236,1,0,2,1,4,803.0,250319
1224,2685,12585,1,0,2,1,3,704.0,260065
1225,2686,12447,0,0,2,1,3,760.0,222948
1226,2687,15218,1,0,2,1,2,928.0,270170
1227,2688,10936,0,0,2,0,3,510.0,184659
1228,2689,8640,0,0,2,0,2,584.0,188535
1229,2690,13162,1,0,3,1,3,792.0,340491
1230,2691,8125,0,0,2,1,3,615.0,217485
1231,2692,7733,0,0,1,1,3,0.0,137293
1232,2693,11024,0,0,2,0,3,612.0,184770
1233,2694,13072,0,0,1,1,3,0.0,144041
1234,2695,7800,0,0,2,1,3,462.0,217074
1235,2696,7632,0,0,2,1,3,449.0,216862
1236,2697,8304,0,0,2,1,3,688.0,217711
1237,2698,9370,1,0,2,1,3,462.0,256002
1238,2699,7175,1,0,2,0,2,542.0,223626
1239,2700,7175,0,0,2,0,2,484.0,186683
1240,2701,9019,0,0,2,1,3,472.0,218615
1241,2702,9100,1,0,1,0,3,624.0,139584
1242,2703,8927,0,0,2,0,4,528.0,175342
1243,2704,9240,0,0,1,0,2,576.0,109596
1244,2705,9308,0,0,1,0,3,310.0,102905
1245,2706,8450,0,0,1,0,3,294.0,101820
1246,2707,8638,1,0,1,0,2,484.0,145778
1247,2708,13052,0,0,1,1,3,308.0,144015
1248,2709,8020,0,0,1,0,3,0.0,101277
1249,2710,8789,0,0,1,0,3,288.0,102249
1250,2711,14330,1,2,2,0,3,550.0,257454
1251,2712,11025,1,0,2,1,3,888.0,258093
1252,2713,3628,0,0,1,1,1,588.0,145660
1253,2714,2544,0,0,2,1,2,480.0,217209
1254,2715,2998,0,0,2,1,2,440.0,217783
1255,2716,4447,0,0,2,1,2,496.0,219614
1256,2717,8314,0,0,2,1,3,434.0,217724
1257,2718,7180,0,0,2,0,3,564.0,179912
1258,2719,13110,1,0,2,0,2,501.0,231127
1259,2720,10140,1,0,2,0,3,477.0,220596
1260,2721,9600,1,0,1,0,3,504.0,140216
1261,2722,8640,1,0,1,1,4,530.0,168605
1262,2723,9360,1,0,1,0,2,504.0,146691
1263,2724,8400,1,0,1,0,3,326.0,138700
1264,2725,9759,1,0,1,0,3,264.0,140417
1265,2726,9600,1,0,1,0,3,568.0,140216
1266,2727,8800,1,0,2,0,3,299.0,218902
1267,2728,10368,1,0,1,1,3,430.0,177566
1268,2729,9350,0,0,1,1,4,480.0,132559
1269,2730,10800,1,0,1,0,3,286.0,141733
1270,2731,8550,1,0,1,0,2,240.0,145667
1271,2732,9724,0,0,1,0,2,273.0,110208
1272,2733,9600,1,0,1,0,3,441.0,140216
1273,2734,10858,1,0,1,0,2,240.0,148584
1274,2735,9600,1,0,1,0,3,280.0,140216
1275,2736,9462,0,0,1,1,3,234.0,139478
1276,2737,9888,0,0,1,0,2,240.0,110415
1277,2738,8917,0,0,2,0,4,506.0,175330
1278,2739,12700,1,0,1,0,3,441.0,144134
1279,2740,9723,0,0,1,0,2,430.0,110207
1280,2741,8400,0,0,1,1,3,331.0,138136
1281,2742,9610,0,0,1,1,3,488.0,139665
1282,2743,10000,1,0,1,0,3,300.0,140722
1283,2744,10152,1,0,1,0,3,353.0,140914
1284,2745,8092,1,0,1,0,3,286.0,138310
1285,2746,12778,1,0,1,0,2,280.0,151010
1286,2747,10170,0,0,1,1,2,400.0,147151
1287,2748,7700,0,0,1,0,3,684.0,100872
1288,2749,11050,0,0,1,0,2,319.0,111884
1289,2750,13600,1,0,1,1,3,300.0,181651
1290,2751,15428,1,0,1,0,2,270.0,154360
1291,2752,21299,1,0,1,1,3,791.0,191381
1292,2753,13300,1,0,1,0,2,896.0,151670
1293,2754,22136,2,0,2,1,5,1008.0,295524
1294,2755,7500,0,0,1,1,3,649.0,136998
1295,2756,10410,0,0,1,0,2,371.0,111075
1296,2757,10914,0,0,1,0,2,660.0,111712
1297,2758,7008,0,0,1,0,1,280.0,113553
1298,2759,7200,0,0,2,0,3,528.0,179937
1299,2760,10818,0,0,1,1,4,648.0,134414
1300,2761,10184,0,1,1,0,3,294.0,119793
1301,2762,9510,0,0,1,1,3,264.0,139539
1302,2763,10800,1,0,2,0,3,418.0,221430
1303,2764,11650,0,0,2,0,2,484.0,192339
1304,2765,18275,1,0,3,0,3,441.0,310574
1305,2766,12144,0,0,1,1,3,597.0,142868
1306,2767,8544,0,0,2,0,2,400.0,188413
1307,2768,8512,0,0,2,0,4,0.0,174818
1308,2769,7000,0,0,1,0,3,288.0,99988
1309,2770,7400,1,0,1,0,3,528.0,137436
1310,2771,7000,0,1,1,0,3,336.0,115769
1311,2772,7000,1,0,1,0,3,0.0,136930
1312,2773,9856,0,0,2,0,5,624.0,169739
1313,2774,9600,1,0,1,0,3,240.0,140216
1314,2775,5520,0,0,1,0,4,162.0,91339
1315,2776,9600,0,1,1,0,3,400.0,119055
1316,2777,6451,1,0,1,0,4,576.0,129459
1317,2778,3960,0,0,1,0,2,200.0,102923
1318,2779,7745,0,0,2,0,4,576.0,173848
1319,2780,7741,0,0,1,0,2,280.0,107702
1320,2781,5633,0,0,1,0,2,216.0,105037
1321,2782,7200,0,0,1,0,2,528.0,107018
1322,2783,7614,0,0,1,0,2,216.0,107541
1323,2784,6000,1,0,1,0,3,576.0,135666
1324,2785,6000,0,0,1,1,5,450.0,121548
1325,2786,7830,1,0,1,0,1,200.0,151534
1326,2787,9576,0,0,1,1,3,378.0,139622
1327,2788,5747,0,0,1,0,2,250.0,105181
1328,2789,6300,0,0,2,0,5,432.0,165245
1329,2790,5976,0,0,2,0,2,0.0,185168
1330,2791,9750,0,0,1,0,3,624.0,103463
1331,2792,4761,0,0,1,0,2,0.0,103935
1332,2793,11737,0,0,1,0,2,240.0,112752
1333,2794,6120,1,0,1,0,3,258.0,135818
1334,2795,6120,0,0,1,0,3,180.0,98875
1335,2796,11672,0,0,1,0,2,210.0,112670
1336,2797,33120,0,0,2,0,5,576.0,199141
1337,2798,10320,0,0,2,0,3,370.0,183880
1338,2799,7518,0,0,1,0,3,390.0,100642
1339,2800,9000,0,0,1,0,2,0.0,109293
1340,2801,7200,0,0,1,0,3,308.0,100240
1341,2802,12375,1,0,1,0,3,288.0,143724
1342,2803,11136,0,0,2,0,4,576.0,178134
1343,2804,21370,0,0,1,0,3,394.0,118149
1344,2805,8250,0,0,1,0,2,260.0,108345
1345,2806,5220,0,0,1,0,2,180.0,104515
1346,2807,5500,1,0,2,0,2,246.0,221509
1347,2808,11327,0,1,1,0,3,528.0,121238
1348,2809,10366,0,1,1,0,2,336.0,126801
1349,2810,9000,1,0,1,0,3,286.0,139458
1350,2811,9535,1,0,1,1,3,512.0,176513
1351,2812,7176,1,0,1,0,3,616.0,137153
1352,2813,9662,0,0,2,0,6,580.0,162716
1353,2814,8235,0,0,2,0,6,586.0,160913
1354,2815,17529,0,0,1,0,2,322.0,120072
1355,2816,20355,1,0,1,0,2,521.0,160587
1356,2817,13050,1,0,1,0,1,575.0,158132
1357,2818,10820,1,0,1,0,2,576.0,148536
1358,2819,1700,1,0,2,1,2,450.0,253085
1359,2820,9375,0,0,1,1,3,504.0,139368
1360,2821,6488,0,0,1,0,3,215.0,99340
1361,2822,19950,0,0,2,0,4,795.0,189274
1362,2823,19800,0,0,3,1,5,836.0,298382
1363,2824,11679,0,1,2,0,3,528.0,201379
1364,2825,12048,0,0,1,0,3,569.0,106367
1365,2826,10519,0,1,1,0,3,288.0,120217
1366,2827,9525,0,0,1,1,5,305.0,126003
1367,2828,12128,0,0,2,1,4,506.0,215767
1368,2829,9069,2,0,2,0,2,920.0,262962
1369,2830,11003,0,0,2,1,3,848.0,221123
1370,2831,7488,0,0,2,0,2,632.0,187079
1371,2832,13377,1,0,2,0,3,495.0,224687
1372,2833,11645,1,0,2,1,2,754.0,265654
1373,2834,10984,0,0,2,1,3,638.0,221099
1374,2835,9316,0,0,2,0,3,576.0,182611
1375,2836,9316,0,0,2,1,3,610.0,218990
1376,2837,12000,1,0,2,0,3,522.0,222946
1377,2838,13015,0,0,1,1,3,462.0,143969
1378,2839,12438,0,0,2,1,3,473.0,222936
1379,2840,8685,1,0,2,0,3,591.0,218757
1380,2841,9272,0,0,2,1,3,515.0,218935
1381,2842,13426,1,0,2,1,3,586.0,261128
1382,2843,8340,0,0,1,1,3,317.0,138060
1383,2844,10385,0,1,2,0,3,672.0,199744
1384,2845,7200,0,0,1,0,3,297.0,100240
1385,2846,9930,0,0,2,1,3,591.0,219766
1386,2847,9468,1,0,2,1,3,530.0,256125
1387,2848,11088,1,0,1,1,1,418.0,192031
1388,2849,8726,0,0,2,1,4,529.0,211467
1389,2850,10566,1,0,2,1,3,646.0,257513
1390,2851,21533,0,0,2,1,4,467.0,227653
1391,2852,11250,0,1,2,1,3,555.0,237216
1392,2853,11250,1,0,2,1,4,610.0,251600
1393,2854,4435,1,0,1,0,1,420.0,147244
1394,2855,8810,1,0,2,0,3,545.0,218915
1395,2856,8581,0,0,2,1,3,578.0,218062
1396,2857,8400,0,0,2,1,3,572.0,217833
1397,2858,8772,1,0,2,0,3,502.0,218867
1398,2859,8777,1,0,2,0,3,528.0,218873
1399,2860,7840,0,2,2,0,4,0.0,205531
1400,2861,16133,1,0,1,0,2,360.0,155251
1401,2862,7162,0,0,2,1,3,616.0,216268
1402,2863,8050,1,0,1,0,2,0.0,145035
1403,2864,11060,0,0,2,1,3,502.0,221195
1404,2865,3675,1,0,1,0,2,525.0,139506
1405,2866,2522,0,0,2,0,3,380.0,174025
1406,2867,6956,0,0,1,0,3,265.0,99932
1407,2868,7822,0,0,2,0,3,528.0,180723
1408,2869,8707,0,0,1,1,4,288.0,131746
1409,2870,16012,0,1,2,0,3,609.0,206856
1410,2871,8248,0,0,1,0,3,0.0,101565
1411,2872,8088,0,0,1,0,1,216.0,114918
1412,2873,11388,0,0,1,0,3,275.0,105533
1413,2874,10890,1,0,2,0,3,240.0,221544
1414,2875,6430,1,0,1,0,3,440.0,136210
1415,2876,7000,1,0,1,0,3,312.0,136930
1416,2877,4899,0,0,1,0,3,216.0,97332
1417,2878,9399,0,0,1,1,4,288.0,132621
1418,2879,10164,0,0,2,0,3,240.0,183683
1419,2880,6191,0,0,1,0,4,240.0,92188
1420,2881,21780,0,0,1,1,3,318.0,155046
1421,2882,12400,0,0,1,1,2,410.0,149969
1422,2883,8170,0,0,2,0,4,451.0,174386
1423,2884,12320,0,0,1,1,3,579.0,143090
1424,2885,14210,0,0,1,1,3,365.0,145479
1425,2886,15600,1,0,2,0,4,342.0,220719
1426,2887,7288,1,0,1,0,2,215.0,144072
1427,2888,7000,0,1,1,0,3,506.0,115769
1428,2889,8534,0,0,1,0,2,0.0,108704
1429,2890,7030,0,0,1,0,2,272.0,106803
1430,2891,9060,0,0,2,0,4,384.0,175510
1431,2892,12366,0,0,1,0,2,0.0,113547
1432,2893,9000,0,0,2,0,4,0.0,175435
1433,2894,8520,0,0,1,0,2,0.0,108686
1434,2895,5748,2,0,2,0,2,495.0,258765
1435,2896,3842,1,1,2,0,2,525.0,235195
1436,2897,23580,0,1,2,0,3,576.0,216421
1437,2898,8385,0,0,2,0,4,616.0,174657
1438,2899,9116,0,0,2,0,3,490.0,182359
1439,2900,11080,1,0,2,0,3,528.0,221784
1440,2901,50102,1,0,1,0,2,518.0,198183
1441,2902,8098,1,0,2,0,2,470.0,224792
1442,2903,13618,1,0,2,0,3,714.0,224991
1443,2904,11577,1,0,2,0,3,682.0,222412
1444,2905,31250,0,0,1,1,3,270.0,167015
1445,2906,7020,2,0,2,0,2,784.0,260373
1446,2907,2665,0,0,1,1,3,336.0,130888
1447,2908,10172,1,0,1,0,3,288.0,140939
1448,2909,11836,0,0,2,0,4,928.0,179019
1449,2910,1470,1,0,1,0,1,0.0,143496
1450,2911,1484,0,0,1,1,3,253.0,129395
1451,2912,13384,1,0,1,0,3,336.0,144999
1452,2913,1533,0,0,1,1,3,286.0,129457
1453,2914,1526,0,0,1,1,3,0.0,129448
1454,2915,1936,0,0,1,1,3,0.0,129966
1455,2916,1894,0,0,1,1,3,286.0,129913
1456,2917,20000,1,0,1,0,4,576.0,146583
1457,2918,10441,0,1,1,0,3,0.0,120118
1458,2919,9627,0,0,2,1,3,650.0,219384
